org.apache.commons.csv.CSVRecord,214,0.5
org.apache.commons.csv.CSVRecord,180,0.447
org.apache.commons.csv.CSVParser,436,0.354
org.apache.commons.csv.CSVParser,437,0.354
org.apache.commons.csv.CSVParser,431,0.213
org.apache.commons.csv.CSVParser,432,0.213
org.apache.commons.csv.CSVParser,434,0.213
org.apache.commons.csv.CSVParser,442,0.213
org.apache.commons.csv.CSVFormat,267,0.213
org.apache.commons.csv.CSVParser,409,0.209
org.apache.commons.csv.CSVParser,428,0.209
org.apache.commons.csv.CSVParser,404,0.209
org.apache.commons.csv.Lexer,372,0.209
org.apache.commons.csv.CSVParser,392,0.209
org.apache.commons.csv.CSVParser,404,0.209
org.apache.commons.csv.ExtendedBufferedReader,161,0.209
org.apache.commons.csv.CSVParser,474,0.192
org.apache.commons.csv.CSVParser,177,0.171
org.apache.commons.csv.CSVParser,175,0.169
org.apache.commons.csv.CSVParser,174,0.167
org.apache.commons.csv.Lexer,192,0.156
org.apache.commons.csv.Lexer,193,0.156
org.apache.commons.csv.Lexer,194,0.156
org.apache.commons.csv.CSVParser,467,0.151
org.apache.commons.csv.CSVParser,468,0.151
org.apache.commons.csv.CSVParser,473,0.146
org.apache.commons.csv.CSVParser,255,0.143
org.apache.commons.csv.CSVParser,252,0.141
org.apache.commons.csv.CSVParser,253,0.141
org.apache.commons.csv.CSVParser,254,0.141
org.apache.commons.csv.CSVParser,259,0.141
org.apache.commons.csv.CSVParser,494,0.141
org.apache.commons.csv.CSVParser,495,0.141
org.apache.commons.csv.CSVParser,496,0.141
org.apache.commons.csv.Token,61,0.139
org.apache.commons.csv.Token,62,0.139
org.apache.commons.csv.Token,63,0.139
org.apache.commons.csv.Token,64,0.139
org.apache.commons.csv.CSVParser,388,0.139
org.apache.commons.csv.CSVParser,459,0.139
org.apache.commons.csv.CSVParser,460,0.139
org.apache.commons.csv.CSVParser,461,0.139
org.apache.commons.csv.CSVParser,463,0.139
org.apache.commons.csv.CSVParser,464,0.139
org.apache.commons.csv.CSVParser,465,0.139
org.apache.commons.csv.CSVParser,491,0.139
org.apache.commons.csv.CSVParser,493,0.139
org.apache.commons.csv.CSVParser,499,0.139
org.apache.commons.csv.CSVFormat,484,0.137
org.apache.commons.csv.CSVParser,358,0.137
org.apache.commons.csv.CSVParser,359,0.137
org.apache.commons.csv.CSVParser,360,0.137
org.apache.commons.csv.Lexer,196,0.136
org.apache.commons.csv.Lexer,197,0.136
org.apache.commons.csv.CSVFormat,447,0.135
org.apache.commons.csv.Lexer,212,0.116
org.apache.commons.csv.Lexer,216,0.116
org.apache.commons.csv.Lexer,152,0.115
org.apache.commons.csv.Lexer,160,0.115
org.apache.commons.csv.Lexer,163,0.115
org.apache.commons.csv.Lexer,188,0.115
org.apache.commons.csv.Lexer,191,0.115
org.apache.commons.csv.Lexer,195,0.115
org.apache.commons.csv.Lexer,198,0.115
org.apache.commons.csv.Lexer,207,0.115
org.apache.commons.csv.Lexer,208,0.115
org.apache.commons.csv.Lexer,118,0.115
org.apache.commons.csv.Lexer,132,0.115
org.apache.commons.csv.Lexer,134,0.115
org.apache.commons.csv.Lexer,142,0.115
org.apache.commons.csv.Lexer,145,0.115
org.apache.commons.csv.Lexer,149,0.115
org.apache.commons.csv.Lexer,389,0.115
org.apache.commons.csv.Lexer,404,0.115
org.apache.commons.csv.Lexer,408,0.115
org.apache.commons.csv.Lexer,412,0.115
org.apache.commons.csv.Lexer,85,0.113
org.apache.commons.csv.Lexer,88,0.113
org.apache.commons.csv.Lexer,93,0.113
org.apache.commons.csv.Lexer,96,0.113
org.apache.commons.csv.Lexer,112,0.113
org.apache.commons.csv.Lexer,364,0.113
org.apache.commons.csv.Lexer,368,0.113
org.apache.commons.csv.Lexer,396,0.113
org.apache.commons.csv.Lexer,400,0.113
org.apache.commons.csv.Lexer,291,0.113
org.apache.commons.csv.CSVFormat,467,0.111
org.apache.commons.csv.ExtendedBufferedReader,73,0.111
org.apache.commons.csv.CSVFormat,457,0.11
org.apache.commons.csv.ExtendedBufferedReader,56,0.11
org.apache.commons.csv.ExtendedBufferedReader,57,0.11
org.apache.commons.csv.ExtendedBufferedReader,60,0.11
org.apache.commons.csv.ExtendedBufferedReader,61,0.11
org.apache.commons.csv.CSVFormat,420,0.109
org.apache.commons.csv.CSVFormat,438,0.108
org.apache.commons.csv.CSVFormat,671,0.107
org.apache.commons.csv.CSVFormat,667,0.106
org.apache.commons.csv.CSVFormat,662,0.105
org.apache.commons.csv.CSVFormat,657,0.104
org.apache.commons.csv.CSVFormat,652,0.103
org.apache.commons.csv.Assertions,35,0.103
org.apache.commons.csv.CSVFormat,647,0.103
org.apache.commons.csv.CSVFormat,642,0.102
org.apache.commons.csv.Assertions,32,0.1
org.apache.commons.csv.CSVFormat,493,0.097
org.apache.commons.csv.CSVFormat,243,0.094
org.apache.commons.csv.CSVFormat,429,0.093

